COUNTYNS,ST,COUNTY,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ID_00277314,CA,Stanislaus,85%,67%,56%,67%,55%,65%,66%,59%,68%,67%,59%,80%,117%,85%,93%,88%,88%
ID_00277315,CA,Sutter,56%,0%,200%,50%,20%,25%,140%,100%,50%,150%,50%,33%,0%,100%,86%,100%,50%
ID_00277317,CA,Trinity,100%,100%,100%,100%,100%,33%,100%,,,50%,,100%,0%,0%,,,0%
ID_00277318,CA,Tulare,136%,167%,147%,119%,73%,63%,46%,71%,47%,71%,47%,46%,60%,70%,59%,85%,65%
ID_00277319,CA,Tuolumne,100%,100%,100%,,,100%,100%,0%,100%,100%,,100%,100%,200%,50%,0%,0%
ID_00277320,CA,Ventura,71%,58%,105%,68%,43%,73%,94%,66%,65%,65%,38%,78%,39%,19%,24%,84%,63%
ID_00277321,CA,Yolo,67%,83%,100%,50%,,60%,100%,86%,50%,25%,0%,125%,60%,83%,40%,100%,67%
ID_00277322,CA,Yuba,100%,60%,50%,67%,100%,75%,50%,100%,50%,,0%,0%,20%,120%,,67%,67%
ID_00293656,FL,Duval,59%,46%,65%,55%,69%,83%,83%,77%,66%,57%,64%,60%,53%,62%,59%,56%,74%
ID_00295724,FL,Levy,100%,100%,,,,100%,,100%,,,,100%,100%,50%,,100%,0%
ID_00295725,FL,Dixie,100%,100%,100%,100%,,,0%,,,100%,100%,,0%,0%,100%,,
ID_00295726,FL,Clay,100%,80%,100%,67%,114%,120%,89%,92%,80%,67%,43%,100%,100%,100%,100%,100%,100%
ID_00295727,FL,Walton,75%,100%,,100%,0%,100%,100%,100%,0%,,200%,100%,33%,100%,,,100%
ID_00295728,FL,Taylor,133%,50%,,150%,100%,100%,0%,75%,100%,,0%,,0%,0%,100%,,0%
ID_00295729,FL,Suwannee,100%,100%,,100%,100%,100%,100%,,100%,100%,,100%,,100%,100%,100%,100%
ID_00295730,FL,Nassau,20%,100%,0%,100%,100%,,,50%,100%,100%,25%,,0%,50%,100%,86%,33%
ID_00295731,FL,Madison,50%,50%,0%,,100%,100%,100%,75%,50%,,67%,100%,,100%,,100%,100%
ID_00295732,FL,Lafayette,,,,,100%,,,0%,,,,,100%,,,,
ID_00295733,FL,Jefferson,100%,,,,,,,,,0%,,,,,,300%,
ID_00295734,FL,Jackson,,67%,100%,100%,,0%,0%,100%,100%,167%,100%,0%,100%,0%,100%,100%,100%
ID_00295735,FL,Holmes,,100%,,,100%,100%,100%,,,100%,,,,100%,,,100%
ID_00295736,FL,Hamilton,,80%,100%,100%,,,100%,0%,100%,,,100%,,100%,100%,100%,
ID_00295737,FL,Escambia,89%,92%,133%,77%,55%,106%,52%,83%,91%,70%,82%,100%,95%,108%,100%,47%,81%
ID_00295738,FL,Bay,89%,100%,82%,138%,67%,92%,83%,100%,100%,63%,100%,100%,109%,86%,88%,100%,83%
ID_00295739,FL,Pasco,83%,82%,95%,86%,92%,85%,100%,117%,71%,94%,68%,67%,65%,88%,92%,44%,71%
ID_00295740,FL,Sumter,0%,0%,100%,50%,,300%,33%,100%,100%,67%,50%,,100%,50%,300%,0%,86%
ID_00295741,FL,Sarasota,89%,91%,56%,71%,71%,59%,75%,69%,75%,67%,60%,33%,80%,69%,100%,86%,92%
ID_00295742,FL,Charlotte,80%,0%,100%,200%,100%,150%,0%,100%,100%,80%,50%,100%,100%,75%,0%,80%,33%
ID_00295743,FL,Glades,,100%,,,,100%,0%,,,,100%,100%,100%,,,,
ID_00295744,FL,Manatee,91%,80%,64%,46%,50%,73%,31%,100%,50%,55%,55%,86%,85%,60%,56%,27%,60%
ID_00295745,FL,Pinellas,69%,87%,90%,113%,109%,75%,74%,89%,52%,60%,70%,74%,73%,105%,87%,64%,68%
ID_00295746,FL,Hardee,,,,100%,100%,75%,300%,,,0%,,50%,,,100%,0%,0%
ID_00295747,FL,Polk,115%,120%,100%,70%,97%,96%,73%,92%,64%,97%,95%,74%,120%,86%,89%,72%,64%
ID_00295748,FL,Osceola,91%,67%,100%,71%,113%,122%,88%,82%,90%,75%,46%,144%,100%,100%,143%,25%,67%
ID_00295749,FL,Brevard,65%,67%,71%,60%,60%,80%,80%,65%,82%,66%,86%,78%,79%,82%,83%,73%,82%
ID_00295750,FL,Orange,42%,69%,72%,71%,76%,62%,78%,72%,58%,65%,57%,62%,59%,44%,39%,64%,44%
ID_00295751,FL,Hernando,25%,50%,111%,100%,200%,100%,89%,100%,100%,0%,60%,,75%,80%,100%,75%,50%
ID_00295752,FL,Citrus,75%,150%,75%,120%,80%,100%,86%,100%,100%,75%,100%,17%,50%,100%,0%,60%,50%
ID_00295753,FL,Broward,54%,67%,75%,60%,81%,64%,84%,87%,75%,67%,64%,79%,48%,55%,72%,64%,49%
ID_00295754,FL,Collier,40%,200%,100%,100%,33%,70%,82%,93%,75%,31%,100%,22%,57%,40%,43%,60%,54%
ID_00295755,FL,Miami-Dade,54%,49%,83%,51%,32%,34%,46%,49%,26%,32%,33%,34%,39%,44%,40%,53%,17%
ID_00295756,FL,Highlands,86%,80%,73%,25%,267%,100%,50%,100%,100%,150%,100%,33%,75%,50%,75%,75%,60%
ID_00295757,FL,Hillsborough,54%,60%,65%,71%,75%,93%,78%,66%,77%,67%,85%,72%,78%,76%,64%,53%,71%
ID_00295758,FL,Lee,63%,45%,47%,68%,51%,47%,89%,63%,87%,68%,58%,67%,58%,59%,60%,75%,50%
ID_00295759,FL,Monroe,50%,0%,,100%,100%,133%,50%,100%,0%,75%,0%,0%,200%,120%,0%,33%,67%
ID_00295760,FL,Okeechobee,80%,,100%,100%,,,100%,50%,0%,0%,100%,100%,100%,100%,100%,100%,117%
ID_00295761,FL,Palm Beach,37%,34%,37%,45%,35%,33%,49%,37%,57%,46%,36%,38%,46%,44%,75%,37%,43%
ID_00295762,FL,Washington,,,200%,,,100%,33%,,,100%,100%,100%,,100%,,100%,
ID_00303633,FL,Gilchrist,,,100%,100%,,0%,100%,100%,50%,,100%,,,,,,
ID_00303634,FL,Bradford,100%,,,100%,,,100%,,0%,100%,,100%,,,100%,100%,100%
ID_00303665,FL,Seminole,56%,22%,83%,67%,94%,85%,100%,100%,100%,90%,59%,143%,72%,68%,114%,43%,63%
ID_00306909,FL,Columbia,33%,67%,150%,71%,67%,33%,100%,100%,50%,100%,50%,40%,50%,100%,80%,40%,
ID_00306910,FL,Putnam,67%,88%,500%,100%,40%,100%,50%,50%,86%,30%,100%,0%,40%,0%,100%,140%,40%
ID_00306911,FL,Franklin,,100%,100%,,100%,,100%,,,,0%,,100%,100%,,100%,
ID_00306912,FL,Wakulla,200%,0%,0%,,,50%,,0%,100%,200%,,100%,,,200%,50%,
ID_00306913,FL,Union,100%,,,100%,100%,,,100%,100%,,100%,,,400%,,,100%
ID_00306914,FL,Santa Rosa,50%,50%,80%,100%,,0%,67%,,150%,100%,67%,100%,80%,,100%,0%,75%
ID_00306915,FL,Okaloosa,80%,50%,233%,100%,100%,150%,100%,80%,100%,100%,80%,33%,67%,100%,75%,80%,80%
ID_00306916,FL,Leon,67%,57%,71%,86%,106%,93%,60%,70%,79%,80%,100%,55%,38%,63%,100%,57%,167%
ID_00306917,FL,Gulf,,100%,100%,,100%,100%,100%,100%,,,,0%,,,,,
ID_00306918,FL,Gadsden,100%,100%,100%,67%,60%,50%,75%,50%,100%,100%,100%,83%,33%,125%,80%,57%,75%
ID_00306919,FL,Calhoun,,,,100%,,100%,,100%,,100%,,100%,,100%,100%,100%,
ID_00306920,FL,Baker,100%,,,,,,,100%,100%,100%,150%,,100%,,,0%,200%
ID_00306921,FL,Volusia,89%,73%,158%,65%,84%,82%,82%,95%,87%,85%,57%,46%,74%,94%,63%,65%,88%
ID_00306922,FL,Marion,17%,30%,26%,6%,19%,93%,22%,25%,27%,29%,80%,73%,88%,80%,88%,80%,60%
ID_00307624,FL,Indian River,50%,100%,57%,50%,0%,100%,,100%,75%,100%,57%,100%,0%,100%,100%,33%,67%
ID_00307626,FL,Hendry,100%,100%,0%,0%,200%,29%,67%,40%,50%,83%,50%,67%,0%,11%,0%,100%,80%
ID_00308371,FL,St. Johns,50%,0%,50%,200%,113%,83%,114%,200%,150%,0%,50%,167%,50%,100%,,71%,67%
ID_00308372,FL,St. Lucie,62%,43%,75%,53%,86%,58%,28%,89%,82%,67%,50%,145%,75%,65%,82%,83%,50%
ID_00308547,FL,Flagler,,50%,,67%,100%,100%,,67%,,100%,100%,100%,,50%,100%,0%,100%
ID_00308548,FL,Alachua,50%,67%,67%,89%,90%,75%,42%,120%,75%,86%,77%,29%,88%,86%,100%,75%,44%
ID_00308549,FL,Liberty,100%,,,,100%,,,,,,,,,,,,
ID_00308550,FL,Martin,83%,,80%,100%,75%,33%,50%,88%,150%,100%,100%,0%,29%,75%,67%,100%,120%
ID_00308551,FL,Lake,117%,73%,71%,133%,75%,78%,90%,50%,58%,80%,56%,85%,89%,100%,75%,79%,70%
ID_00326638,GA,Berrien,,,100%,,,67%,100%,100%,,50%,100%,100%,,,,,
ID_00326650,GA,Carroll,67%,50%,100%,100%,100%,33%,100%,29%,33%,60%,83%,0%,0%,50%,67%,0%,50%
ID_00326666,GA,Coweta,100%,0%,71%,100%,100%,50%,100%,60%,100%,67%,100%,0%,33%,0%,133%,67%,67%
ID_00326700,GA,Harris,,,,,,,,,100%,,,100%,33%,100%,0%,,20%
ID_00326713,GA,Lamar,50%,100%,,,100%,100%,100%,100%,100%,,,200%,0%,,,0%,
ID_00326719,GA,Long,100%,,100%,,100%,,,,0%,,,,,,,0%,50%
ID_00326720,GA,Lowndes,217%,550%,86%,133%,0%,14%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
ID_00326757,GA,Talbot,,,,,100%,0%,,100%,,,0%,50%,,,,,100%
ID_00326781,GA,White,,,,,100%,100%,,,100%,,,,100%,100%,100%,100%,
ID_00342832,GA,Baker,,,,100%,,,,,,,,,,,,,
ID_00342852,GA,Candler,100%,,,,,,,,,,100%,,,,0%,50%,0%
ID_00342918,GA,Crawford,,,,100%,0%,100%,200%,,100%,,,100%,200%,,,,
ID_00342985,GA,Jenkins,,,,,,,,,100%,,,,100%,,,,
ID_00343073,GA,Monroe,,,133%,100%,,,100%,100%,,,100%,,,,,,13%
ID_00343153,GA,Peach,67%,100%,67%,100%,,,0%,50%,75%,50%,,0%,,,,100%,0%
ID_00343238,GA,Turner,,,,100%,,,,,,,,,,100%,,,
ID_00343365,GA,Worth,0%,0%,,,100%,,100%,100%,100%,100%,,,,,0%,,
ID_00343390,GA,Lee,,,,,100%,100%,0%,,,,100%,,,,,,
ID_00343504,GA,Sumter,83%,60%,40%,100%,,50%,,0%,100%,50%,100%,,0%,,100%,,0%
ID_00343585,GA,Polk,67%,0%,100%,0%,100%,100%,0%,0%,,0%,100%,,50%,0%,0%,0%,0%
ID_00343645,GA,Mitchell,100%,,200%,50%,,,,,0%,100%,,,,50%,,100%,133%
ID_00343835,GA,Thomas,,0%,50%,,100%,100%,80%,,0%,100%,100%,,,,100%,100%,100%
ID_00343878,GA,Cook,,100%,0%,100%,,,,50%,100%,100%,,100%,0%,0%,,,
ID_00343936,GA,Colquitt,67%,0%,,100%,50%,50%,75%,0%,100%,100%,67%,40%,40%,100%,100%,83%,100%
ID_00344074,GA,Calhoun,,,,,,,,50%,,,,,,100%,100%,0%,
ID_00344088,GA,Miller,,0%,,,,50%,,,,,,100%,,,,,
ID_00344090,GA,Tift,25%,67%,60%,100%,60%,100%,100%,133%,60%,89%,,42%,67%,50%,33%,50%,100%
ID_00344107,GA,Marion,,,,,,100%,,,,,,,,,100%,,0%
ID_00344129,GA,Schley,,,,,,,,,100%,,,,,,,,
ID_00344156,GA,Taylor,,,,100%,,100%,,,400%,,0%,100%,,,,100%,
ID_00344784,GA,Bacon,0%,,,,,0%,100%,,,,100%,,,,,100%,
ID_00344805,GA,Clay,,,,,,100%,,,,,,,,,,100%,
ID_00345041,GA,Early,,67%,,,100%,0%,0%,100%,50%,100%,100%,,200%,,,0%,
ID_00345220,GA,Toombs,50%,,100%,50%,67%,0%,0%,100%,,,100%,0%,50%,,50%,100%,67%
ID_00345255,GA,Baldwin,67%,67%,0%,50%,50%,0%,67%,25%,100%,0%,80%,50%,100%,,0%,50%,75%
ID_00345367,GA,Jones,100%,,100%,,100%,100%,,,50%,100%,,,100%,0%,,100%,
ID_00345456,GA,Twiggs,100%,,,100%,,100%,,,100%,,,,0%,,,,
ID_00345499,GA,Wilcox,,,100%,,,100%,,,100%,100%,,,,,,,
ID_00345518,GA,Brooks,,100%,100%,100%,,0%,100%,150%,200%,0%,100%,,100%,,,0%,0%
ID_00345642,GA,Glascock,,,,,,,,,,,,,,,,100%,
ID_00345714,GA,Jefferson,50%,,0%,50%,,,,,,,50%,0%,,,0%,0%,100%
ID_00345784,GA,Atkinson,,,,,0%,,,,100%,,,,,,,,
ID_00345923,GA,Evans,,,,100%,,,,,,100%,,,,,,,
ID_00346008,GA,Morgan,0%,100%,,,,,0%,,,,,,,,,,
ID_00346482,GA,Pike,100%,0%,0%,,,,0%,100%,100%,,0%,,,,100%,40%,100%
ID_00346568,GA,Laurens,0%,200%,67%,67%,67%,100%,,0%,100%,0%,120%,167%,0%,67%,0%,100%,100%
ID_00346664,GA,Johnson,,,0%,,,,0%,,,,0%,,,,,,
ID_00346759,GA,Upson,,100%,,,100%,100%,,,,,200%,0%,67%,75%,0%,0%,100%
ID_00346824,GA,Wilkinson,50%,,,,,100%,,,,,100%,,,,100%,100%,
ID_00346892,GA,Meriwether,100%,0%,0%,100%,,50%,,,100%,0%,,,,,100%,0%,75%
ID_00346957,GA,Macon,,,,,100%,,0%,,0%,,,,,,,,
ID_00347067,GA,Heard,,100%,,,,,,,,,,,0%,,100%,,
ID_00347246,GA,Putnam,200%,100%,0%,,100%,100%,0%,50%,400%,,,100%,0%,200%,100%,200%,
ID_00347360,GA,Stewart,,,,,,,,,,,,100%,,,,,
ID_00347445,GA,Tattnall,100%,,,,,,,100%,100%,100%,100%,,67%,,0%,,0%
ID_00347451,GA,Bleckley,100%,,,,,0%,,100%,100%,,,100%,50%,,,,
ID_00347456,GA,Coffee,100%,75%,,0%,50%,100%,0%,0%,0%,50%,100%,,0%,17%,0%,50%,25%
ID_00347465,GA,Dade,,,,,,0%,0%,,,200%,,,,,,150%,100%
ID_00347505,GA,Treutlen,,,,,,,100%,,,,,,,,,,
ID_00347508,GA,Emanuel,100%,,,33%,50%,,100%,100%,100%,,,100%,100%,,,100%,100%
ID_00347593,GA,Pulaski,,,,,,100%,100%,0%,,,,,,,,,0%
ID_00347654,GA,Taliaferro,,,,,,,,,,,,100%,,,,,50%
ID_00347777,GA,Warren,,0%,,,,,,,,,,,,,,,
ID_00347828,GA,Elbert,0%,,,,100%,,,,,,,100%,,100%,,100%,100%
ID_00347944,GA,Burke,50%,50%,25%,50%,100%,100%,50%,100%,80%,100%,100%,67%,,50%,100%,100%,
ID_00348092,GA,Echols,,,,,,,100%,,100%,,,,,,,,
ID_00348102,GA,Lanier,100%,,0%,0%,,,,,,,,,,,,,
ID_00348116,GA,Dodge,,100%,100%,0%,,0%,100%,100%,,,100%,,,,100%,100%,100%
ID_00348209,GA,Hancock,,,,,,,,,,,,100%,100%,,100%,100%,33%
ID_00348428,GA,Washington,0%,100%,,100%,100%,,100%,,0%,0%,,0%,200%,33%,,,367%
ID_00348672,GA,Greene,,0%,0%,100%,0%,,100%,,,,,,,100%,,,
ID_00348794,GA,McDuffie,,100%,100%,100%,200%,100%,100%,,83%,,100%,,,100%,0%,33%,0%
ID_00348865,GA,Columbia,133%,100%,100%,100%,100%,75%,100%,100%,100%,100%,,100%,0%,0%,,50%,0%
ID_00349086,GA,Pierce,0%,100%,0%,,,,,,,100%,,,,,,,
ID_00349113,GA,Appling,,,,100%,100%,100%,,50%,100%,0%,,,,,,,
ID_00349230,GA,Banks,,33%,,,,,,,,0%,,,0%,,100%,,100%
ID_00349324,GA,Franklin,50%,0%,50%,,,50%,,0%,,50%,100%,,,100%,25%,100%,0%
ID_00349570,GA,Jackson,150%,,100%,67%,,100%,0%,0%,0%,100%,0%,,100%,0%,50%,25%,50%
ID_00349912,GA,Paulding,100%,100%,50%,50%,0%,,100%,100%,,50%,0%,100%,,100%,,0%,33%
ID_00350028,GA,Stephens,50%,,50%,100%,25%,0%,,100%,,,0%,,,100%,,0%,100%
ID_00350204,GA,Screven,0%,,,,100%,,,0%,0%,0%,,,,,,67%,0%
ID_00350219,GA,Effingham,100%,100%,,100%,100%,,50%,,,,0%,,,,25%,0%,50%
ID_00350302,GA,Bulloch,33%,50%,150%,33%,100%,100%,100%,0%,0%,100%,33%,50%,0%,100%,100%,100%,
ID_00350496,GA,Bryan,0%,,50%,0%,,100%,,,0%,,,,,,,100%,
ID_00350547,GA,Quitman,,,,,,,,,,,,,,50%,,,
ID_00350608,GA,Wayne,75%,50%,100%,50%,63%,100%,,0%,,67%,67%,,,,,,
ID_00350637,GA,Haralson,100%,0%,,,0%,0%,,,0%,,,0%,,,,,0%
ID_00351012,GA,Chattahoochee,,,,,,100%,,,,,,,,,0%,,
ID_00351094,GA,Fannin,,,,100%,,,,100%,100%,,100%,,,,0%,,
ID_00351252,GA,Towns,0%,,0%,0%,,,,,,100%,,,100%,100%,100%,,100%
ID_00351259,GA,Dougherty,88%,100%,44%,38%,75%,92%,58%,250%,70%,0%,0%,38%,100%,57%,86%,71%,63%
ID_00351260,GA,Gilmer,100%,0%,,,,100%,150%,,100%,,100%,,,,0%,0%,0%
ID_00351261,GA,Grady,,100%,,0%,,0%,0%,,0%,50%,0%,0%,0%,0%,33%,50%,0%
ID_00351262,GA,Oglethorpe,,,,,0%,,100%,0%,100%,100%,50%,,,100%,,,100%
ID_00351263,GA,Seminole,,100%,,50%,0%,100%,,0%,,100%,33%,,,,,0%,100%
ID_00351264,GA,Walton,50%,100%,33%,0%,29%,200%,67%,44%,40%,100%,0%,,0%,,50%,0%,100%
ID_00351265,GA,Wilkes,100%,100%,,,0%,,,,,,,,,,,100%,100%
ID_00351278,GA,Wheeler,100%,,,100%,,,,,,,,,,100%,100%,,
ID_00351285,GA,Clinch,,,200%,,100%,,100%,,,,,0%,,,,100%,0%
ID_00351312,GA,Dawson,,0%,100%,,,,,100%,100%,,,0%,,100%,,,100%
ID_00351383,GA,Habersham,100%,100%,,,,100%,,,,100%,,0%,,100%,,50%,
ID_00351489,GA,Rabun,,,,,100%,,100%,,,,100%,100%,,0%,,,100%
ID_00351604,GA,Bartow,,120%,100%,,0%,150%,100%,67%,300%,150%,0%,0%,100%,60%,67%,50%,50%
ID_00351605,GA,Brantley,,,,,0%,,,,,100%,,100%,100%,100%,100%,,
ID_00351606,GA,Ben Hill,25%,100%,0%,100%,,100%,,,,,100%,100%,100%,,,0%,100%
ID_00351607,GA,Crisp,50%,67%,50%,,67%,100%,100%,200%,0%,100%,50%,50%,100%,33%,100%,100%,33%
ID_00351608,GA,Dooly,,,0%,,,,,,,0%,,,,,33%,,
ID_00352213,GA,Chattooga,,,,,,,,,,100%,,,,,,,100%
ID_00352234,GA,Decatur,100%,100%,100%,200%,33%,100%,100%,33%,50%,,150%,100%,100%,67%,100%,0%,
ID_00352238,GA,Terrell,100%,100%,,,100%,0%,,,100%,100%,100%,,,,100%,,
ID_00352242,GA,Randolph,,,,,,,,,,,,,,100%,0%,,100%
ID_00352295,GA,Butts,0%,100%,100%,,,67%,0%,33%,,50%,,0%,,0%,100%,,100%
ID_00352302,GA,Irwin,0%,100%,,,,,0%,100%,,0%,100%,100%,,,50%,100%,
ID_00353055,GA,Spalding,50%,0%,40%,67%,33%,80%,38%,100%,75%,140%,50%,100%,150%,80%,100%,100%,100%
ID_00353193,GA,Union,,100%,100%,100%,,0%,,,,,,,,,,,
ID_00353230,GA,Catoosa,100%,0%,0%,,33%,,,0%,33%,0%,33%,0%,40%,0%,,100%,100%
ID_00353513,GA,Whitfield,200%,100%,100%,0%,133%,0%,60%,200%,0%,167%,50%,100%,83%,100%,33%,100%,75%
ID_00353665,GA,Floyd,60%,64%,75%,75%,100%,100%,0%,67%,33%,125%,100%,0%,75%,40%,0%,75%,67%
ID_00354216,GA,Walker,,0%,18%,0%,,,50%,50%,0%,,100%,100%,0%,0%,17%,0%,0%
ID_00356672,GA,Gordon,133%,0%,67%,,50%,50%,100%,33%,0%,33%,50%,,,,,,
ID_00356774,GA,Oconee,100%,,,,,,,,,,,,,,,,
ID_00356886,GA,McIntosh,,0%,100%,,100%,0%,100%,,100%,100%,,,,,100%,,
ID_00356958,GA,Telfair,,,,,,,,67%,,,100%,100%,100%,100%,100%,100%,100%
ID_00356976,GA,Barrow,0%,100%,,0%,,100%,25%,,0%,33%,0%,50%,0%,33%,50%,100%,100%
ID_00357095,GA,Liberty,0%,100%,25%,80%,0%,67%,0%,50%,33%,40%,86%,0%,200%,50%,178%,500%,300%
ID_00357196,GA,Lumpkin,100%,,0%,,,,,,,,,100%,0%,0%,200%,0%,50%
ID_00357428,GA,Muscogee,92%,53%,91%,57%,94%,87%,87%,77%,97%,67%,65%,109%,76%,79%,100%,78%,89%
ID_00357592,GA,Rockdale,100%,80%,100%,100%,100%,100%,22%,25%,100%,200%,200%,100%,100%,,0%,250%,67%
ID_00357722,GA,Ware,60%,67%,50%,100%,100%,67%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,100%
ID_00357747,GA,Charlton,,100%,,,,,,,,100%,,,,,,,100%
ID_00358024,GA,Richmond,94%,,43%,50%,50%,50%,64%,65%,70%,46%,61%,71%,93%,61%,85%,81%,74%
ID_00365280,HI,Hawaii,89%,75%,100%,78%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ID_00365281,HI,Honolulu,100%,67%,29%,50%,82%,36%,0%,0%,0%,0%,0%,0%,0%,0%,22%,100%,110%
ID_00365282,HI,Kauai,80%,50%,100%,100%,,100%,100%,100%,100%,,,100%,50%,,0%,100%,67%
ID_00365283,HI,Maui,100%,125%,75%,100%,80%,50%,200%,67%,100%,,,33%,100%,100%,,50%,60%
ID_00394803,ID,Madison,,,,,100%,,,,,,,,,,,,
ID_00394807,ID,Minidoka,0%,,,100%,,,,,0%,,100%,,,,,,
ID_00394896,ID,Payette,,,100%,,,,,,,,100%,,,,100%,100%,
ID_00395066,ID,Ada,63%,100%,83%,75%,100%,100%,114%,86%,100%,93%,100%,86%,,86%,83%,100%,50%
ID_00395067,ID,Adams,,,,,,,,,,100%,,,,,,,
ID_00395091,ID,Bannock,100%,67%,50%,100%,60%,75%,100%,33%,0%,,100%,0%,0%,0%,100%,,50%
ID_00395157,ID,Boise,0%,50%,,0%,50%,,,50%,0%,50%,50%,0%,0%,,,100%,
ID_00395158,ID,Bonner,100%,,,,100%,,100%,,100%,100%,,100%,100%,100%,,,
ID_00395159,ID,Boundary,,100%,,,,100%,,,,,,,,,100%,100%,
ID_00395190,ID,Benewah,100%,,50%,,,75%,,,100%,,100%,,,,,,
ID_00395407,ID,Bonneville,0%,100%,,100%,,100%,100%,50%,150%,0%,100%,,75%,100%,100%,100%,100%
ID_00395408,ID,Fremont,,,,,,,,,,,,100%,,,,,
ID_00395441,ID,Gooding,100%,,,100%,,0%,,,,0%,100%,,,,,0%,
ID_00395442,ID,Gem,,,,100%,,,,,,,,,,100%,,,
ID_00395585,ID,Franklin,,,100%,,,,,,,,100%,,,,100%,,
ID_00395613,ID,Latah,,100%,,100%,,100%,,100%,,100%,,,100%,,0%,100%,100%
ID_00395624,ID,Lincoln,,,,,,,,,,,,0%,,,,,
ID_00395661,ID,Kootenai,29%,0%,100%,67%,0%,67%,40%,50%,50%,100%,100%,80%,100%,100%,75%,100%,67%
ID_00395662,ID,Jerome,,,,,,,,,67%,,,100%,100%,,,100%,
ID_00395696,ID,Blaine,,,100%,100%,100%,,,,,67%,,,,100%,100%,,
ID_00395697,ID,Clearwater,0%,,,,,,,,,,100%,,,,,,
ID_00395698,ID,Cassia,,,,,100%,,100%,100%,,,100%,,,100%,,,
ID_00395699,ID,Idaho,,,100%,100%,,100%,,,,,100%,,,,,,
ID_00399297,ID,Teton,100%,,,,,,,,,,,,,,,,
ID_00399334,ID,Twin Falls,60%,125%,0%,100%,25%,100%,100%,,100%,100%,100%,100%,100%,,100%,100%,
ID_00399394,ID,Nez Perce,,50%,100%,100%,0%,100%,,50%,50%,100%,0%,100%,100%,,100%,100%,
ID_00399406,ID,Canyon,86%,71%,60%,50%,75%,100%,100%,100%,100%,100%,67%,67%,80%,40%,88%,86%,50%
ID_00399408,ID,Camas,,,,,,,,,,,,,,100%,,,
ID_00399751,ID,Jefferson,,,,100%,,,,,,,,,100%,,100%,,
ID_00399754,ID,Lemhi,100%,,,,,,,,,,100%,,,,,,
ID_00399756,ID,Valley,,,,,,0%,,,,,,,,,100%,,
ID_00399757,ID,Washington,,,,,,,,,,,100%,,,,,,
ID_00399759,ID,Oneida,,,,0%,,,,,,,,,,,,,100%
ID_00399760,ID,Owyhee,0%,,,,100%,,,,,,,,,0%,,,
ID_00400252,ID,Elmore,,,,100%,,,,,,0%,,100%,100%,,0%,,100%
ID_00400593,ID,Bingham,100%,,0%,100%,,,,100%,100%,100%,,100%,,,100%,100%,67%
ID_00422190,IL,DeKalb,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,,,,,,
ID_00422191,IL,DuPage,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,0%,,
ID_00424202,IL,Adams,0%,0%,0%,0%,,,0%,,0%,0%,0%,,,,,,
ID_00424203,IL,Alexander,,,0%,0%,0%,,,,,,,,,,,,
ID_00424204,IL,Bond,,0%,0%,,,0%,,,,,,,,,,,
ID_00424205,IL,Boone,,0%,,0%,,,,,,0%,,,,,,,
ID_00424207,IL,Bureau,,0%,,0%,,,,,,,,,,,,,
ID_00424209,IL,Carroll,,0%,,,,,,,,,,,,,,,
ID_00424211,IL,Champaign,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
ID_00424212,IL,Christian,,,,0%,,,,,,,,,,,,,
ID_00424213,IL,Clark,0%,,0%,0%,,,,,,,,,,,,,
ID_00424214,IL,Clay,,,,,,0%,,,,,,,,,,,
ID_00424215,IL,Clinton,,,,0%,,,,,,,,,,,,,
ID_00424216,IL,Coles,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
ID_00424219,IL,Cumberland,,,,,,0%,,,,,,,,,,,
ID_00424224,IL,Edgar,,,,,,0%,,,,,,,,,,,
ID_00424226,IL,Effingham,,,,0%,,0%,0%,,,,,,,,,,
ID_00424228,IL,Ford,,,,0%,,,,,,,,,,,,,
ID_00424229,IL,Franklin,0%,,,,,0%,,0%,,,,,,,,,
ID_00424230,IL,Fulton,0%,0%,,,,,,,,,,,,,,,
ID_00424232,IL,Greene,,,,0%,,,0%,,,,,,,,,,
ID_00424233,IL,Grundy,,,,,0%,,,,,,0%,,,,,,
ID_00424235,IL,Hancock,,,0%,,,,,,,,,,,,,,
ID_00424238,IL,Henry,0%,,0%,,,0%,,,,,,,,,,,
ID_00424239,IL,Iroquois,0%,,,,0%,,,0%,,,0%,,,,,,
ID_00424240,IL,Jackson,0%,0%,0%,0%,0%,0%,0%,,,,0%,,,,,,
ID_00424242,IL,Jefferson,,0%,0%,0%,,,0%,0%,,,,,,,,,
ID_00424245,IL,Johnson,,0%,,,,,,,,,,,,,,,
ID_00424246,IL,Kane,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ID_00424247,IL,Kankakee,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
ID_00424248,IL,Kendall,,,,,0%,0%,0%,0%,,,,,,,,,
