COUNTYNS,ST,COUNTY,YEAR,MRD,CLR,RATE
00025446,AZ,Pima,2016,18,13,0.722222222
00025446,AZ,Pima,2016,0,1,
00025447,AZ,Pinal,1966,7,7,1
00025447,AZ,Pinal,1967,3,2,0.666666667
00025447,AZ,Pinal,1967,3,3,1
00025447,AZ,Pinal,1968,5,5,1
00025447,AZ,Pinal,1969,1,1,1
00025447,AZ,Pinal,1970,1,0,0
00025447,AZ,Pinal,1970,4,4,1
00025447,AZ,Pinal,1971,4,3,0.75
00025447,AZ,Pinal,1971,1,1,1
00025447,AZ,Pinal,1972,7,3,0.428571429
00025447,AZ,Pinal,1972,1,1,1
00025447,AZ,Pinal,1973,1,1,1
00025447,AZ,Pinal,1973,7,10,1.428571429
00025447,AZ,Pinal,1973,1,2,2
00025447,AZ,Pinal,1974,2,1,0.5
00025447,AZ,Pinal,1974,8,5,0.625
00025447,AZ,Pinal,1974,1,1,1
00025447,AZ,Pinal,1975,8,4,0.5
00025447,AZ,Pinal,1975,8,8,1
00025447,AZ,Pinal,1976,2,1,0.5
00025447,AZ,Pinal,1976,2,2,1
00025447,AZ,Pinal,1977,4,2,0.5
00025447,AZ,Pinal,1977,10,8,0.8
00025447,AZ,Pinal,1977,4,4,1
00025447,AZ,Pinal,1978,6,5,0.833333333
00025447,AZ,Pinal,1978,3,3,1
00025447,AZ,Pinal,1979,4,1,0.25
00025447,AZ,Pinal,1979,6,3,0.5
00025447,AZ,Pinal,1979,1,1,1
00025447,AZ,Pinal,1979,1,2,2
00025447,AZ,Pinal,1980,12,4,0.333333333
00025447,AZ,Pinal,1980,2,1,0.5
00025447,AZ,Pinal,1980,4,3,0.75
00025447,AZ,Pinal,1980,1,1,1
00025447,AZ,Pinal,1981,10,5,0.5
00025447,AZ,Pinal,1981,3,2,0.666666667
00025447,AZ,Pinal,1981,5,5,1
00025447,AZ,Pinal,1982,8,1,0.125
00025447,AZ,Pinal,1982,2,1,0.5
00025447,AZ,Pinal,1982,4,4,1
00025447,AZ,Pinal,1983,1,0,0
00025447,AZ,Pinal,1983,3,2,0.666666667
00025447,AZ,Pinal,1983,4,4,1
00025447,AZ,Pinal,1983,2,3,1.5
00025447,AZ,Pinal,1984,4,2,0.5
00025447,AZ,Pinal,1984,4,3,0.75
00025447,AZ,Pinal,1984,7,6,0.857142857
00025447,AZ,Pinal,1984,1,1,1
00025447,AZ,Pinal,1985,6,2,0.333333333
00025447,AZ,Pinal,1985,6,6,1
00025447,AZ,Pinal,1985,0,1,
00025447,AZ,Pinal,1986,2,0,0
00025447,AZ,Pinal,1986,12,7,0.583333333
00025447,AZ,Pinal,1986,3,3,1
00025447,AZ,Pinal,1986,1,2,2
00025447,AZ,Pinal,1987,6,5,0.833333333
00025447,AZ,Pinal,1988,2,1,0.5
00025447,AZ,Pinal,1988,14,8,0.571428571
00025447,AZ,Pinal,1988,5,4,0.8
00025447,AZ,Pinal,1988,1,1,1
00025447,AZ,Pinal,1989,2,0,0
00025447,AZ,Pinal,1989,1,1,1
00025447,AZ,Pinal,1990,8,3,0.375
00025447,AZ,Pinal,1990,3,2,0.666666667
00025447,AZ,Pinal,1990,1,1,1
00025447,AZ,Pinal,1991,9,3,0.333333333
00025447,AZ,Pinal,1991,2,1,0.5
00025447,AZ,Pinal,1991,4,4,1
00025447,AZ,Pinal,1991,0,1,
00025447,AZ,Pinal,1992,1,0,0
00025447,AZ,Pinal,1992,3,3,1
00025447,AZ,Pinal,1992,7,8,1.142857143
00025447,AZ,Pinal,1993,3,2,0.666666667
00025447,AZ,Pinal,1993,9,7,0.777777778
00025447,AZ,Pinal,1993,1,1,1
00025447,AZ,Pinal,1994,8,6,0.75
00025447,AZ,Pinal,1994,3,4,1.333333333
00025447,AZ,Pinal,1994,1,2,2
00025447,AZ,Pinal,1995,4,4,1
00025447,AZ,Pinal,1995,2,3,1.5
00025447,AZ,Pinal,1996,2,1,0.5
00025447,AZ,Pinal,1996,6,4,0.666666667
00025447,AZ,Pinal,1996,0,1,
00025447,AZ,Pinal,1997,2,0,0
00025447,AZ,Pinal,1997,2,1,0.5
00025447,AZ,Pinal,1998,1,0,0
00025447,AZ,Pinal,1998,2,2,1
00025447,AZ,Pinal,1999,3,0,0
00025447,AZ,Pinal,1999,1,1,1
00025447,AZ,Pinal,2000,1,0,0
00025447,AZ,Pinal,2000,3,3,1
00025447,AZ,Pinal,2001,3,0,0
00025447,AZ,Pinal,2001,1,1,1
00025447,AZ,Pinal,2002,2,1,0.5
00025447,AZ,Pinal,2002,4,4,1
00025447,AZ,Pinal,2003,5,4,0.8
00025447,AZ,Pinal,2003,2,2,1
00025447,AZ,Pinal,2004,11,0,0
00025447,AZ,Pinal,2004,2,2,1
00025447,AZ,Pinal,2005,1,0,0
00025447,AZ,Pinal,2005,11,1,0.090909091
00025447,AZ,Pinal,2005,1,1,1
00025447,AZ,Pinal,2005,3,4,1.333333333
00025447,AZ,Pinal,2006,6,0,0
00025447,AZ,Pinal,2006,11,2,0.181818182
00025447,AZ,Pinal,2006,3,3,1
00025447,AZ,Pinal,2007,21,0,0
00025447,AZ,Pinal,2007,4,4,1
00025447,AZ,Pinal,2008,9,0,0
00025447,AZ,Pinal,2008,7,2,0.285714286
00025447,AZ,Pinal,2008,2,1,0.5
00025447,AZ,Pinal,2009,17,0,0
00025447,AZ,Pinal,2009,4,3,0.75
00025447,AZ,Pinal,2009,2,3,1.5
00025447,AZ,Pinal,2009,0,1,
00025447,AZ,Pinal,2010,14,0,0
00025447,AZ,Pinal,2010,4,1,0.25
00025447,AZ,Pinal,2010,1,1,1
00025447,AZ,Pinal,2011,9,0,0
00025447,AZ,Pinal,2011,4,1,0.25
00025447,AZ,Pinal,2011,3,1,0.333333333
00025447,AZ,Pinal,2011,3,3,1
00025447,AZ,Pinal,2012,14,0,0
00025447,AZ,Pinal,2012,4,4,1
00025447,AZ,Pinal,2013,3,0,0
00025447,AZ,Pinal,2013,8,2,0.25
00025447,AZ,Pinal,2013,5,4,0.8
00025447,AZ,Pinal,2013,3,3,1
00025447,AZ,Pinal,2014,10,0,0
00025447,AZ,Pinal,2014,7,5,0.714285714
00025447,AZ,Pinal,2014,2,2,1
00025447,AZ,Pinal,2015,1,0,0
00025447,AZ,Pinal,2015,6,4,0.666666667
00025447,AZ,Pinal,2015,5,5,1
00025447,AZ,Pinal,2015,0,7,
00025447,AZ,Pinal,2016,2,0,0
00025447,AZ,Pinal,2016,8,2,0.25
00025447,AZ,Pinal,2016,8,8,1
00037026,AZ,Maricopa,1965,4,2,0.5
00037026,AZ,Maricopa,1965,6,4,0.666666667
00037026,AZ,Maricopa,1965,33,33,1
00037026,AZ,Maricopa,1966,1,0,0
00037026,AZ,Maricopa,1966,38,33,0.868421053
00037026,AZ,Maricopa,1966,24,24,1
00037026,AZ,Maricopa,1967,6,5,0.833333333
00037026,AZ,Maricopa,1967,40,38,0.95
00037026,AZ,Maricopa,1967,4,4,1
00037026,AZ,Maricopa,1967,0,1,
00037026,AZ,Maricopa,1968,2,1,0.5
00037026,AZ,Maricopa,1968,51,46,0.901960784
00037026,AZ,Maricopa,1968,17,17,1
00037026,AZ,Maricopa,1969,46,40,0.869565217
00037026,AZ,Maricopa,1969,8,7,0.875
00037026,AZ,Maricopa,1969,11,11,1
00037026,AZ,Maricopa,1970,4,2,0.5
00037026,AZ,Maricopa,1970,4,3,0.75
00037026,AZ,Maricopa,1970,9,7,0.777777778
00037026,AZ,Maricopa,1970,63,56,0.888888889
00037026,AZ,Maricopa,1970,3,3,1
00037026,AZ,Maricopa,1971,5,0,0
00037026,AZ,Maricopa,1971,6,4,0.666666667
00037026,AZ,Maricopa,1971,55,48,0.872727273
00037026,AZ,Maricopa,1971,3,3,1
00037026,AZ,Maricopa,1972,1,0,0
00037026,AZ,Maricopa,1972,83,68,0.819277108
00037026,AZ,Maricopa,1972,10,9,0.9
00037026,AZ,Maricopa,1972,8,8,1
00037026,AZ,Maricopa,1973,1,0,0
00037026,AZ,Maricopa,1973,19,9,0.473684211
00037026,AZ,Maricopa,1973,66,56,0.848484848
00037026,AZ,Maricopa,1973,7,7,1
00037026,AZ,Maricopa,1974,2,0,0
00037026,AZ,Maricopa,1974,2,1,0.5
00037026,AZ,Maricopa,1974,89,59,0.662921348
00037026,AZ,Maricopa,1974,18,14,0.777777778
00037026,AZ,Maricopa,1974,13,13,1
00037026,AZ,Maricopa,1975,1,0,0
00037026,AZ,Maricopa,1975,15,7,0.466666667
00037026,AZ,Maricopa,1975,5,3,0.6
00037026,AZ,Maricopa,1975,4,3,0.75
00037026,AZ,Maricopa,1975,75,68,0.906666667
00037026,AZ,Maricopa,1975,6,6,1
00037026,AZ,Maricopa,1976,1,0,0
00037026,AZ,Maricopa,1976,19,10,0.526315789
00037026,AZ,Maricopa,1976,53,46,0.867924528
00037026,AZ,Maricopa,1976,18,18,1
00037026,AZ,Maricopa,1977,18,12,0.666666667
00037026,AZ,Maricopa,1977,8,6,0.75
00037026,AZ,Maricopa,1977,70,59,0.842857143
00037026,AZ,Maricopa,1977,11,11,1
00037026,AZ,Maricopa,1978,4,0,0
00037026,AZ,Maricopa,1978,4,1,0.25
00037026,AZ,Maricopa,1978,3,1,0.333333333
00037026,AZ,Maricopa,1978,6,3,0.5
00037026,AZ,Maricopa,1978,15,9,0.6
00037026,AZ,Maricopa,1978,3,2,0.666666667
00037026,AZ,Maricopa,1978,88,64,0.727272727
00037026,AZ,Maricopa,1978,4,3,0.75
00037026,AZ,Maricopa,1978,4,4,1
00037026,AZ,Maricopa,1979,3,0,0
00037026,AZ,Maricopa,1979,91,63,0.692307692
00037026,AZ,Maricopa,1979,30,23,0.766666667
00037026,AZ,Maricopa,1979,14,14,1
00037026,AZ,Maricopa,1980,23,15,0.652173913
00037026,AZ,Maricopa,1980,103,69,0.669902913
00037026,AZ,Maricopa,1980,7,6,0.857142857
00037026,AZ,Maricopa,1980,10,9,0.9
00037026,AZ,Maricopa,1980,15,15,1
00037026,AZ,Maricopa,1981,3,1,0.333333333
00037026,AZ,Maricopa,1981,2,1,0.5
00037026,AZ,Maricopa,1981,96,64,0.666666667
00037026,AZ,Maricopa,1981,8,6,0.75
00037026,AZ,Maricopa,1981,23,18,0.782608696
00037026,AZ,Maricopa,1981,11,11,1
00037026,AZ,Maricopa,1982,1,0,0
00037026,AZ,Maricopa,1982,6,2,0.333333333
00037026,AZ,Maricopa,1982,95,51,0.536842105
00037026,AZ,Maricopa,1982,5,3,0.6
00037026,AZ,Maricopa,1982,8,5,0.625
00037026,AZ,Maricopa,1982,19,15,0.789473684
00037026,AZ,Maricopa,1982,1,1,1
00037026,AZ,Maricopa,1983,1,0,0
00037026,AZ,Maricopa,1983,18,12,0.666666667
00037026,AZ,Maricopa,1983,16,12,0.75
00037026,AZ,Maricopa,1983,7,6,0.857142857
00037026,AZ,Maricopa,1983,83,73,0.879518072
00037026,AZ,Maricopa,1983,6,6,1
00037026,AZ,Maricopa,1983,5,6,1.2
00037026,AZ,Maricopa,1984,18,6,0.333333333
00037026,AZ,Maricopa,1984,2,1,0.5
00037026,AZ,Maricopa,1984,3,2,0.666666667
00037026,AZ,Maricopa,1984,101,68,0.673267327
00037026,AZ,Maricopa,1984,6,5,0.833333333
00037026,AZ,Maricopa,1984,7,7,1
00037026,AZ,Maricopa,1985,89,57,0.640449438
00037026,AZ,Maricopa,1985,9,6,0.666666667
00037026,AZ,Maricopa,1985,7,5,0.714285714
00037026,AZ,Maricopa,1985,23,18,0.782608696
00037026,AZ,Maricopa,1985,13,13,1
00037026,AZ,Maricopa,1986,2,0,0
00037026,AZ,Maricopa,1986,122,84,0.68852459
00037026,AZ,Maricopa,1986,14,10,0.714285714
00037026,AZ,Maricopa,1986,24,20,0.833333333
00037026,AZ,Maricopa,1986,11,10,0.909090909
00037026,AZ,Maricopa,1986,13,13,1
00037026,AZ,Maricopa,1987,2,1,0.5
00037026,AZ,Maricopa,1987,9,5,0.555555556
00037026,AZ,Maricopa,1987,111,70,0.630630631
00037026,AZ,Maricopa,1987,13,9,0.692307692
00037026,AZ,Maricopa,1987,20,18,0.9
00037026,AZ,Maricopa,1987,13,13,1
00037026,AZ,Maricopa,1988,2,0,0
00037026,AZ,Maricopa,1988,22,11,0.5
00037026,AZ,Maricopa,1988,12,7,0.583333333
00037026,AZ,Maricopa,1988,8,5,0.625
00037026,AZ,Maricopa,1988,11,8,0.727272727
00037026,AZ,Maricopa,1988,106,90,0.849056604
00037026,AZ,Maricopa,1988,9,8,0.888888889
00037026,AZ,Maricopa,1988,4,4,1
00037026,AZ,Maricopa,1989,2,0,0
00037026,AZ,Maricopa,1989,3,2,0.666666667
00037026,AZ,Maricopa,1989,126,87,0.69047619
00037026,AZ,Maricopa,1989,10,7,0.7
00037026,AZ,Maricopa,1989,24,20,0.833333333
00037026,AZ,Maricopa,1989,5,5,1
00037026,AZ,Maricopa,1990,1,0,0
00037026,AZ,Maricopa,1990,14,10,0.714285714
00037026,AZ,Maricopa,1990,128,96,0.75
00037026,AZ,Maricopa,1990,15,12,0.8
00037026,AZ,Maricopa,1990,17,17,1
00037026,AZ,Maricopa,1991,1,0,0
00037026,AZ,Maricopa,1991,2,1,0.5
00037026,AZ,Maricopa,1991,8,5,0.625
00037026,AZ,Maricopa,1991,128,99,0.7734375
00037026,AZ,Maricopa,1991,26,22,0.846153846
00037026,AZ,Maricopa,1991,7,6,0.857142857
00037026,AZ,Maricopa,1991,8,8,1
00037026,AZ,Maricopa,1991,15,16,1.066666667
00037026,AZ,Maricopa,1991,8,9,1.125
00037026,AZ,Maricopa,1992,6,0,0
00037026,AZ,Maricopa,1992,16,8,0.5
00037026,AZ,Maricopa,1992,8,5,0.625
00037026,AZ,Maricopa,1992,136,91,0.669117647
00037026,AZ,Maricopa,1992,9,7,0.777777778
00037026,AZ,Maricopa,1992,12,10,0.833333333
00037026,AZ,Maricopa,1992,9,9,1
00037026,AZ,Maricopa,1993,4,0,0
00037026,AZ,Maricopa,1993,3,1,0.333333333
00037026,AZ,Maricopa,1993,22,12,0.545454545
00037026,AZ,Maricopa,1993,16,11,0.6875
00037026,AZ,Maricopa,1993,158,111,0.702531646
00037026,AZ,Maricopa,1993,6,5,0.833333333
00037026,AZ,Maricopa,1993,7,7,1
00037026,AZ,Maricopa,1994,2,0,0
00037026,AZ,Maricopa,1994,6,3,0.5
00037026,AZ,Maricopa,1994,17,10,0.588235294
00037026,AZ,Maricopa,1994,231,137,0.593073593
00037026,AZ,Maricopa,1994,19,13,0.684210526
00037026,AZ,Maricopa,1994,9,7,0.777777778
00037026,AZ,Maricopa,1994,6,5,0.833333333
00037026,AZ,Maricopa,1994,3,3,1
00037026,AZ,Maricopa,1994,3,6,2
00037026,AZ,Maricopa,1994,0,1,
00037026,AZ,Maricopa,1995,214,113,0.528037383
00037026,AZ,Maricopa,1995,9,5,0.555555556
00037026,AZ,Maricopa,1995,28,17,0.607142857
00037026,AZ,Maricopa,1995,3,2,0.666666667
00037026,AZ,Maricopa,1995,17,13,0.764705882
00037026,AZ,Maricopa,1995,6,5,0.833333333
00037026,AZ,Maricopa,1995,7,6,0.857142857
00037026,AZ,Maricopa,1995,9,8,0.888888889
00037026,AZ,Maricopa,1995,5,5,1
00037026,AZ,Maricopa,1996,2,0,0
00037026,AZ,Maricopa,1996,2,1,0.5
00037026,AZ,Maricopa,1996,22,12,0.545454545
00037026,AZ,Maricopa,1996,186,105,0.564516129
00037026,AZ,Maricopa,1996,11,7,0.636363636
00037026,AZ,Maricopa,1996,6,4,0.666666667
00037026,AZ,Maricopa,1996,18,13,0.722222222
00037026,AZ,Maricopa,1996,8,7,0.875
00037026,AZ,Maricopa,1996,2,2,1
00037026,AZ,Maricopa,1996,1,2,2
00037026,AZ,Maricopa,1997,4,0,0
00037026,AZ,Maricopa,1997,13,6,0.461538462
00037026,AZ,Maricopa,1997,175,84,0.48
00037026,AZ,Maricopa,1997,14,7,0.5
00037026,AZ,Maricopa,1997,13,8,0.615384615
00037026,AZ,Maricopa,1997,20,13,0.65
00037026,AZ,Maricopa,1997,12,8,0.666666667
00037026,AZ,Maricopa,1997,4,4,1
00037026,AZ,Maricopa,1998,185,72,0.389189189
00037026,AZ,Maricopa,1998,5,2,0.4
00037026,AZ,Maricopa,1998,24,10,0.416666667
00037026,AZ,Maricopa,1998,6,3,0.5
00037026,AZ,Maricopa,1998,4,3,0.75
00037026,AZ,Maricopa,1998,11,9,0.818181818
00037026,AZ,Maricopa,1998,12,11,0.916666667
00037026,AZ,Maricopa,1998,5,5,1
00037026,AZ,Maricopa,1999,1,0,0
00037026,AZ,Maricopa,1999,9,3,0.333333333
00037026,AZ,Maricopa,1999,214,104,0.485981308
00037026,AZ,Maricopa,1999,2,1,0.5
00037026,AZ,Maricopa,1999,9,5,0.555555556
00037026,AZ,Maricopa,1999,16,11,0.6875
00037026,AZ,Maricopa,1999,16,13,0.8125
00037026,AZ,Maricopa,1999,6,5,0.833333333
00037026,AZ,Maricopa,1999,3,3,1
00037026,AZ,Maricopa,1999,6,7,1.166666667
00037026,AZ,Maricopa,2000,4,1,0.25
00037026,AZ,Maricopa,2000,152,80,0.526315789
00037026,AZ,Maricopa,2000,17,10,0.588235294
00037026,AZ,Maricopa,2000,15,9,0.6
00037026,AZ,Maricopa,2000,13,8,0.615384615
00037026,AZ,Maricopa,2000,16,12,0.75
00037026,AZ,Maricopa,2000,8,7,0.875
00037026,AZ,Maricopa,2000,3,3,1
00037026,AZ,Maricopa,2001,1,0,0
00037026,AZ,Maricopa,2001,17,4,0.235294118
00037026,AZ,Maricopa,2001,23,7,0.304347826
00037026,AZ,Maricopa,2001,3,1,0.333333333
00037026,AZ,Maricopa,2001,17,6,0.352941176
00037026,AZ,Maricopa,2001,15,6,0.4
00037026,AZ,Maricopa,2001,209,93,0.444976077
00037026,AZ,Maricopa,2001,6,3,0.5
00037026,AZ,Maricopa,2001,2,2,1
00037026,AZ,Maricopa,2002,5,1,0.2
00037026,AZ,Maricopa,2002,22,6,0.272727273
00037026,AZ,Maricopa,2002,10,3,0.3
00037026,AZ,Maricopa,2002,3,1,0.333333333
00037026,AZ,Maricopa,2002,177,81,0.457627119
00037026,AZ,Maricopa,2002,17,8,0.470588235
00037026,AZ,Maricopa,2002,35,19,0.542857143
00037026,AZ,Maricopa,2002,3,2,0.666666667
00037026,AZ,Maricopa,2002,2,2,1
00037026,AZ,Maricopa,2002,1,2,2
00037026,AZ,Maricopa,2003,2,0,0
00037026,AZ,Maricopa,2003,4,1,0.25
00037026,AZ,Maricopa,2003,14,4,0.285714286
00037026,AZ,Maricopa,2003,241,99,0.410788382
00037026,AZ,Maricopa,2003,2,1,0.5
00037026,AZ,Maricopa,2003,25,13,0.52
00037026,AZ,Maricopa,2003,7,4,0.571428571
00037026,AZ,Maricopa,2003,5,3,0.6
00037026,AZ,Maricopa,2003,14,12,0.857142857
00037026,AZ,Maricopa,2003,7,8,1.142857143
00037026,AZ,Maricopa,2004,1,0,0
00037026,AZ,Maricopa,2004,3,1,0.333333333
00037026,AZ,Maricopa,2004,202,68,0.336633663
00037026,AZ,Maricopa,2004,9,4,0.444444444
00037026,AZ,Maricopa,2004,22,10,0.454545455
00037026,AZ,Maricopa,2004,12,6,0.5
00037026,AZ,Maricopa,2004,8,6,0.75
00037026,AZ,Maricopa,2004,6,6,1
00037026,AZ,Maricopa,2004,18,25,1.388888889
00037026,AZ,Maricopa,2005,3,0,0
00037026,AZ,Maricopa,2005,220,90,0.409090909
00037026,AZ,Maricopa,2005,10,5,0.5
00037026,AZ,Maricopa,2005,29,15,0.517241379
00037026,AZ,Maricopa,2005,19,15,0.789473684
00037026,AZ,Maricopa,2005,10,10,1
00037026,AZ,Maricopa,2005,0,2,
00037026,AZ,Maricopa,2006,3,0,0
00037026,AZ,Maricopa,2006,235,93,0.395744681
00037026,AZ,Maricopa,2006,21,10,0.476190476
00037026,AZ,Maricopa,2006,2,1,0.5
00037026,AZ,Maricopa,2006,9,5,0.555555556
00037026,AZ,Maricopa,2006,26,15,0.576923077
00037026,AZ,Maricopa,2006,25,15,0.6
00037026,AZ,Maricopa,2006,11,11,1
00037026,AZ,Maricopa,2006,5,7,1.4
00037026,AZ,Maricopa,2007,7,0,0
00037026,AZ,Maricopa,2007,6,1,0.166666667
00037026,AZ,Maricopa,2007,32,6,0.1875
00037026,AZ,Maricopa,2007,212,100,0.471698113
00037026,AZ,Maricopa,2007,9,5,0.555555556
00037026,AZ,Maricopa,2007,15,10,0.666666667
00037026,AZ,Maricopa,2007,10,7,0.7
00037026,AZ,Maricopa,2007,22,18,0.818181818
00037026,AZ,Maricopa,2007,6,5,0.833333333
00037026,AZ,Maricopa,2007,8,8,1
00037026,AZ,Maricopa,2008,2,0,0
00037026,AZ,Maricopa,2008,26,7,0.269230769
00037026,AZ,Maricopa,2008,12,6,0.5
00037026,AZ,Maricopa,2008,167,85,0.508982036
00037026,AZ,Maricopa,2008,6,4,0.666666667
00037026,AZ,Maricopa,2008,17,12,0.705882353
00037026,AZ,Maricopa,2008,8,6,0.75
00037026,AZ,Maricopa,2008,12,10,0.833333333
00037026,AZ,Maricopa,2008,16,20,1.25
00037026,AZ,Maricopa,2008,5,7,1.4
00037026,AZ,Maricopa,2008,0,1,
00037026,AZ,Maricopa,2009,3,0,0
00037026,AZ,Maricopa,2009,9,3,0.333333333
00037026,AZ,Maricopa,2009,25,12,0.48
00037026,AZ,Maricopa,2009,5,3,0.6
00037026,AZ,Maricopa,2009,122,77,0.631147541
00037026,AZ,Maricopa,2009,18,13,0.722222222
00037026,AZ,Maricopa,2009,4,3,0.75
00037026,AZ,Maricopa,2009,14,12,0.857142857
00037026,AZ,Maricopa,2009,10,9,0.9
00037026,AZ,Maricopa,2009,9,9,1
00037026,AZ,Maricopa,2010,8,0,0
00037026,AZ,Maricopa,2010,26,4,0.153846154
00037026,AZ,Maricopa,2010,12,7,0.583333333
00037026,AZ,Maricopa,2010,116,84,0.724137931
00037026,AZ,Maricopa,2010,20,16,0.8
00037026,AZ,Maricopa,2010,6,5,0.833333333
00037026,AZ,Maricopa,2010,10,10,1
00037026,AZ,Maricopa,2010,11,12,1.090909091
00037026,AZ,Maricopa,2010,0,1,
00037026,AZ,Maricopa,2011,7,0,0
00037026,AZ,Maricopa,2011,2,1,0.5
00037026,AZ,Maricopa,2011,22,12,0.545454545
00037026,AZ,Maricopa,2011,12,8,0.666666667
00037026,AZ,Maricopa,2011,116,83,0.715517241
00037026,AZ,Maricopa,2011,5,4,0.8
00037026,AZ,Maricopa,2011,17,14,0.823529412
00037026,AZ,Maricopa,2011,5,5,1
00037026,AZ,Maricopa,2011,2,3,1.5
00037026,AZ,Maricopa,2011,0,1,
00037026,AZ,Maricopa,2012,4,0,0
00037026,AZ,Maricopa,2012,9,3,0.333333333
00037026,AZ,Maricopa,2012,12,5,0.416666667
00037026,AZ,Maricopa,2012,8,4,0.5
00037026,AZ,Maricopa,2012,3,2,0.666666667
00037026,AZ,Maricopa,2012,21,15,0.714285714
00037026,AZ,Maricopa,2012,4,3,0.75
00037026,AZ,Maricopa,2012,123,105,0.853658537
00037026,AZ,Maricopa,2012,11,10,0.909090909
00037026,AZ,Maricopa,2012,15,15,1
00037026,AZ,Maricopa,2013,1,0,0
00037026,AZ,Maricopa,2013,3,2,0.666666667
00037026,AZ,Maricopa,2013,18,13,0.722222222
00037026,AZ,Maricopa,2013,13,11,0.846153846
00037026,AZ,Maricopa,2013,22,19,0.863636364
00037026,AZ,Maricopa,2013,118,110,0.93220339
00037026,AZ,Maricopa,2013,19,19,1
00037026,AZ,Maricopa,2013,0,1,
00037026,AZ,Maricopa,2014,2,0,0
00037026,AZ,Maricopa,2014,4,1,0.25
00037026,AZ,Maricopa,2014,5,2,0.4
00037026,AZ,Maricopa,2014,6,3,0.5
00037026,AZ,Maricopa,2014,114,79,0.692982456
00037026,AZ,Maricopa,2014,17,12,0.705882353
00037026,AZ,Maricopa,2014,20,16,0.8
00037026,AZ,Maricopa,2014,13,11,0.846153846
00037026,AZ,Maricopa,2014,1,1,1
00037026,AZ,Maricopa,2014,4,6,1.5
00037026,AZ,Maricopa,2014,1,2,2
00037026,AZ,Maricopa,2014,0,2,
00037026,AZ,Maricopa,2015,2,0,0
00037026,AZ,Maricopa,2015,20,7,0.35
00037026,AZ,Maricopa,2015,7,3,0.428571429
00037026,AZ,Maricopa,2015,13,7,0.538461538
00037026,AZ,Maricopa,2015,112,77,0.6875
00037026,AZ,Maricopa,2015,36,36,1
00037026,AZ,Maricopa,2015,2,3,1.5
00037026,AZ,Maricopa,2015,1,2,2
00037026,AZ,Maricopa,2016,1,0,0
00037026,AZ,Maricopa,2016,4,1,0.25
00037026,AZ,Maricopa,2016,22,9,0.409090909
00037026,AZ,Maricopa,2016,23,10,0.434782609
00037026,AZ,Maricopa,2016,146,68,0.465753425
00037026,AZ,Maricopa,2016,6,3,0.5
00037026,AZ,Maricopa,2016,9,6,0.666666667
00037026,AZ,Maricopa,2016,19,16,0.842105263
00037026,AZ,Maricopa,2016,4,4,1
00037026,AZ,Maricopa,2016,4,6,1.5
00037026,AZ,Maricopa,2016,0,1,
00040471,AZ,Gila,1966,2,2,1
00040471,AZ,Gila,1967,3,2,0.666666667
00040471,AZ,Gila,1968,1,1,1
00040471,AZ,Gila,1969,2,1,0.5
00040471,AZ,Gila,1971,1,1,1
00040471,AZ,Gila,1971,0,1,
00040471,AZ,Gila,1973,2,2,1
00040471,AZ,Gila,1975,1,1,1
00040471,AZ,Gila,1976,2,2,1
00040471,AZ,Gila,1977,2,2,1
00040471,AZ,Gila,1978,1,1,1
00040471,AZ,Gila,1979,2,1,0.5
00040471,AZ,Gila,1980,5,3,0.6
00040471,AZ,Gila,1980,6,6,1
00040471,AZ,Gila,1981,2,2,1
00040471,AZ,Gila,1982,4,4,1
00040471,AZ,Gila,1984,4,0,0
00040471,AZ,Gila,1984,1,1,1
00040471,AZ,Gila,1987,2,2,1
00040471,AZ,Gila,1990,4,4,1
00040471,AZ,Gila,1991,1,1,1
00040471,AZ,Gila,1992,1,1,1
00040471,AZ,Gila,1993,2,2,1
00040471,AZ,Gila,1994,1,0,0
00040471,AZ,Gila,1994,2,2,1
00040471,AZ,Gila,1995,3,3,1
00040471,AZ,Gila,1997,4,2,0.5
00040471,AZ,Gila,1997,2,2,1
00040471,AZ,Gila,1998,1,1,1
00040471,AZ,Gila,2001,2,0,0
00040471,AZ,Gila,2001,1,1,1
00040471,AZ,Gila,2002,1,1,1
00040471,AZ,Gila,2005,1,1,1
00040471,AZ,Gila,2006,1,1,1
00040471,AZ,Gila,2006,1,2,2
00040471,AZ,Gila,2007,1,1,1
00040471,AZ,Gila,2009,1,1,1
00040471,AZ,Gila,2010,2,0,0
00040471,AZ,Gila,2011,1,0,0
00040471,AZ,Gila,2011,1,2,2
00040471,AZ,Gila,2012,1,0,0
00040471,AZ,Gila,2012,1,1,1
00040471,AZ,Gila,2012,0,1,
00040471,AZ,Gila,2013,1,0,0
00040471,AZ,Gila,2013,3,1,0.333333333
00040471,AZ,Gila,2013,1,1,1
00040471,AZ,Gila,2014,2,0,0
00040471,AZ,Gila,2014,0,1,
00040471,AZ,Gila,2015,1,0,0
00040471,AZ,Gila,2016,2,1,0.5
00040471,AZ,Gila,2016,1,2,2
00040472,AZ,Santa Cruz,1968,1,1,1
00040472,AZ,Santa Cruz,1976,1,1,1
00040472,AZ,Santa Cruz,1977,1,1,1
00040472,AZ,Santa Cruz,1978,5,0,0
00040472,AZ,Santa Cruz,1978,1,1,1
00040472,AZ,Santa Cruz,1979,1,1,1
00040472,AZ,Santa Cruz,1980,1,0,0
00040472,AZ,Santa Cruz,1981,1,1,1
